Gene_Name,3groupCMHexact_pvalue,3groupbreslowday_pvalue,Model,3groupcasefreq,3groupctrlfreq,3groupenrichmentdirection,1ifbothdukeandha_showcaseenrichment,4groupCMHexact_pvalue,4groupbreslowday_pvalue,4groupcasefreq,4groupctrlfreq,4groupdirection,CarrierCaseDuke,NonCarrierCaseDuke,CarrierCtrlDuke,NonCarrierCtrlDuke,CarrierCaseStanfordMcGill,NonCarrierCaseStanfordMcGill,CarrierCtrlStanfordMcGill,NonCarrierCtrlStanfordMcGill,CarrierCaseHudsonAlpha,NonCarrierCaseHudsonAlpha,CarrierCtrlHudsonAlpha,NonCarrierCtrlHudsonAlpha,CarrierCaseReplication,NonCarrierCaseReplication,CarrierCtrlReplication,NonCarrierCtrlReplication,CaseFreqDuke,CtrlFreqDuke,CaseFreqStanfordMcGill,CtrlFreqStanfordMcGill,CaseFreqHudsonAlpha,CtrlFreqHudsonAlpha,CaseFreqReplication,CtrlFreqReplication
'IGF2BP2',0.506976911,0.383889241,Dom_coding,0.348%,0.234%,case,1,NA,NA,NA,NA,NA,3,1170,10,4004,0,251,2,787,7,1443,3,1599,NA,NA,NA,NA,0.0026,0.0025,0,0.0025,0.004827586,0.001872659,NA,NA
'IGF2BP2',0.758831716,0.307457833,Dom_not_benign,0.174%,0.125%,case,0,NA,NA,NA,NA,NA,1,1172,6,4008,0,251,1,788,4,1446,1,1601,NA,NA,NA,NA,0.0008525,0.0015,0,0.0013,0.002758621,0.00062422,NA,NA
'IGF2BP2',1,NA,Dom_LoF,0.035%,0.016%,case,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,0,789,1,1449,0,1602,NA,NA,NA,NA,0,0.0002491,0,0,0.000689655,0,NA,NA
'IGF2BP3',0.250671448,0.87864189,Dom_not_benign,0.070%,0.219%,ctrl,0,NA,NA,NA,NA,NA,1,1172,11,4003,0,251,1,788,1,1449,2,1600,NA,NA,NA,NA,0.0008525,0.0027,0,0.0013,0.000689655,0.001248439,NA,NA
'IGF2R',0.813503222,0.634191179,Dom_not_benign,0.974%,0.906%,case,0,NA,NA,NA,NA,NA,9,1164,33,3981,2,249,3,786,17,1433,22,1580,NA,NA,NA,NA,0.0077,0.0082,0.008,0.0038,0.01172414,0.01373283,NA,NA
'IGF2R',1,NA,Dom_LoF,0.035%,0.016%,case,0,NA,NA,NA,NA,NA,0,1173,0,4014,0,251,0,789,1,1449,1,1601,NA,NA,NA,NA,0,0,0,0,0.000689655,0.00062422,NA,NA
'IGF2R',0.186582342,0.755932539,Dom_coding,1.531%,1.811%,ctrl,0,NA,NA,NA,NA,NA,16,1157,68,3946,4,247,11,778,24,1426,37,1565,NA,NA,NA,NA,0.0136,0.0169,0.0159,0.0139,0.01655172,0.02309613,NA,NA
'IGF2R',0.729062478,NA,Rec_not_benign,0.070%,0.125%,ctrl,0,NA,NA,NA,NA,NA,1,1172,7,4007,0,251,0,789,1,1449,1,1601,NA,NA,NA,NA,0.0008525,0.0017,0,0,0.000689655,0.00062422,NA,NA
'IGF2R',0.844265455,0.554695934,Rec_coding,0.278%,0.422%,ctrl,0,NA,NA,NA,NA,NA,5,1168,24,3990,1,250,1,788,2,1448,2,1600,NA,NA,NA,NA,0.0043,0.006,0.004,0.0013,0.00137931,0.001248439,NA,NA
'IGFALS',0.836714845,NA,Dom_coding,0.383%,0.203%,case,0,NA,NA,NA,NA,NA,0,1173,0,4014,2,249,2,787,9,1441,11,1591,NA,NA,NA,NA,0,0,0.008,0.0025,0.006206897,0.006866417,NA,NA
'IGFALS',1,NA,Dom_not_benign,0.209%,0.125%,case,0,NA,NA,NA,NA,NA,0,1173,0,4014,1,250,2,787,5,1445,6,1596,NA,NA,NA,NA,0,0,0.004,0.0025,0.003448276,0.003745318,NA,NA
'IGFALS',1,NA,Rec_coding,0.035%,0.016%,case,0,NA,NA,NA,NA,NA,0,1173,0,4014,0,251,0,789,1,1449,1,1601,NA,NA,NA,NA,0,0,0,0,0.000689655,0.00062422,NA,NA
'IGFBP1',0.401177972,NA,Rec_coding,0.035%,0.016%,case,0,NA,NA,NA,NA,NA,1,1172,1,4013,0,251,0,789,0,1450,0,1602,NA,NA,NA,NA,0.0008525,0.0002491,0,0,0,0,NA,NA
'IGFBP1',0.401177972,NA,Rec_not_benign,0.035%,0.016%,case,0,NA,NA,NA,NA,NA,1,1172,1,4013,0,251,0,789,0,1450,0,1602,NA,NA,NA,NA,0.0008525,0.0002491,0,0,0,0,NA,NA
'IGFBP1',0.485085851,0.605801605,Dom_not_benign,0.139%,0.078%,case,1,NA,NA,NA,NA,NA,1,1172,3,4011,0,251,1,788,3,1447,1,1601,NA,NA,NA,NA,0.0008525,0.0007474,0,0.0013,0.002068966,0.00062422,NA,NA
'IGFBP1',1,NA,Dom_LoF,0.035%,0.031%,case,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,0,789,1,1449,1,1601,NA,NA,NA,NA,0,0.0002491,0,0,0.000689655,0.00062422,NA,NA
'IGFBP1',1,0.606747384,Dom_coding,0.174%,0.187%,ctrl,0,NA,NA,NA,NA,NA,2,1171,8,4006,0,251,2,787,3,1447,2,1600,NA,NA,NA,NA,0.0017,0.002,0,0.0025,0.002068966,0.001248439,NA,NA
'IGFBP2',0.709552265,0.127481002,Dom_coding,0.104%,0.078%,case,0,NA,NA,NA,NA,NA,0,1173,4,4010,1,250,0,789,2,1448,1,1601,NA,NA,NA,NA,0,0.0009965,0.004,0,0.00137931,0.00062422,NA,NA
'IGFBP2',1,NA,Dom_not_benign,0.035%,0.031%,case,0,NA,NA,NA,NA,NA,0,1173,2,4012,0,251,0,789,1,1449,0,1602,NA,NA,NA,NA,0,0.0004983,0,0,0.000689655,0,NA,NA
'IGFBP3',1,NA,Dom_not_benign,0.035%,0.031%,case,0,NA,NA,NA,NA,NA,0,1173,0,4014,1,250,0,789,0,1450,2,1600,NA,NA,NA,NA,0,0,0.004,0,0,0.001248439,NA,NA
'IGFBP3',1,0.079038331,Dom_coding,0.070%,0.078%,ctrl,0,NA,NA,NA,NA,NA,1,1172,3,4011,1,250,0,789,0,1450,2,1600,NA,NA,NA,NA,0.0008525,0.0007474,0.004,0,0,0.001248439,NA,NA
'IGFBP4',0.763543132,0.33098645,Dom_not_benign,0.174%,0.141%,case,0,NA,NA,NA,NA,NA,3,1170,4,4010,1,250,2,787,1,1449,3,1599,NA,NA,NA,NA,0.0026,0.0009965,0.004,0.0025,0.000689655,0.001872659,NA,NA
'IGFBP4',1,0.797460946,Dom_coding,0.244%,0.250%,ctrl,0,NA,NA,NA,NA,NA,3,1170,8,4006,1,250,3,786,3,1447,5,1597,NA,NA,NA,NA,0.0026,0.002,0.004,0.0038,0.002068966,0.003121099,NA,NA
'IGFBP5',0.373755769,0.712903557,Dom_coding,0.209%,0.109%,case,0,NA,NA,NA,NA,NA,1,1172,4,4010,1,250,1,788,4,1446,2,1600,NA,NA,NA,NA,0.0008525,0.0009965,0.004,0.0013,0.002758621,0.001248439,NA,NA
'IGFBP5',0.440998848,0.332115264,Dom_not_benign,0.139%,0.047%,case,0,NA,NA,NA,NA,NA,0,1173,1,4013,1,250,0,789,3,1447,2,1600,NA,NA,NA,NA,0,0.0002491,0.004,0,0.002068966,0.001248439,NA,NA
'IGFBP6',0.197446572,NA,Dom_not_benign,0.139%,0.016%,case,0,NA,NA,NA,NA,NA,0,1173,0,4014,0,251,0,789,4,1446,1,1601,NA,NA,NA,NA,0,0,0,0,0.002758621,0.00062422,NA,NA
'IGFBP6',0.472315608,NA,Dom_coding,0.174%,0.047%,case,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,0,789,5,1445,2,1600,NA,NA,NA,NA,0,0.0002491,0,0,0.003448276,0.001248439,NA,NA
'IGFBP7',0.747077011,NA,Dom_not_benign,0.174%,0.078%,case,1,NA,NA,NA,NA,NA,1,1172,1,4013,0,251,0,789,4,1446,4,1598,NA,NA,NA,NA,0.0008525,0.0002491,0,0,0.002758621,0.002496879,NA,NA
'IGFBP7',1,0.833248484,Dom_coding,0.209%,0.156%,case,0,NA,NA,NA,NA,NA,1,1172,4,4010,0,251,1,788,5,1445,5,1597,NA,NA,NA,NA,0.0008525,0.0009965,0,0.0013,0.003448276,0.003121099,NA,NA
'IGFBP7',0.513639048,NA,Dom_LoF,0.000%,0.031%,ctrl,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,0,789,0,1450,1,1601,NA,NA,NA,NA,0,0.0002491,0,0,0,0.00062422,NA,NA
'IGFBPL1',0.114663146,NA,Dom_LoF,0.070%,0.000%,case,0,NA,NA,NA,NA,NA,0,1173,0,4014,1,250,0,789,1,1449,0,1602,NA,NA,NA,NA,0,0,0.004,0,0.000689655,0,NA,NA
'IGFBPL1',0.329516594,0.122150165,Dom_not_benign,0.174%,0.094%,case,0,NA,NA,NA,NA,NA,1,1172,4,4010,2,249,0,789,2,1448,2,1600,NA,NA,NA,NA,0.0008525,0.0009965,0.008,0,0.00137931,0.001248439,NA,NA
'IGFBPL1',0.378071425,0.374823207,Dom_coding,0.348%,0.234%,case,0,NA,NA,NA,NA,NA,2,1171,10,4004,2,249,2,787,6,1444,3,1599,NA,NA,NA,NA,0.0017,0.0025,0.008,0.0025,0.004137931,0.001872659,NA,NA
'IGFBPL1',0.116382443,NA,Rec_coding,0.000%,0.141%,ctrl,0,NA,NA,NA,NA,NA,0,1173,7,4007,0,251,1,788,0,1450,1,1601,NA,NA,NA,NA,0,0.0017,0,0.0013,0,0.00062422,NA,NA
'IGFBPL1',0.362672409,NA,Rec_not_benign,0.000%,0.109%,ctrl,0,NA,NA,NA,NA,NA,0,1173,6,4008,0,251,1,788,0,1450,0,1602,NA,NA,NA,NA,0,0.0015,0,0.0013,0,0,NA,NA
'IGFBPL1',0.362672409,NA,Rec_LoF,0.000%,0.109%,ctrl,0,NA,NA,NA,NA,NA,0,1173,6,4008,0,251,1,788,0,1450,0,1602,NA,NA,NA,NA,0,0.0015,0,0.0013,0,0,NA,NA
'IGFL1',1,NA,Dom_coding,0.104%,0.078%,case,0,NA,NA,NA,NA,NA,1,1172,2,4012,0,251,0,789,2,1448,3,1599,NA,NA,NA,NA,0.0008525,0.0004983,0,0,0.00137931,0.001872659,NA,NA
'IGFL1',1,NA,Dom_not_benign,0.035%,0.031%,case,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,0,789,1,1449,1,1601,NA,NA,NA,NA,0,0.0002491,0,0,0.000689655,0.00062422,NA,NA
'IGFL2',0.70157918,NA,Dom_coding,0.139%,0.047%,case,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,0,789,4,1446,2,1600,NA,NA,NA,NA,0,0.0002491,0,0,0.002758621,0.001248439,NA,NA
'IGFL2',1,NA,Dom_not_benign,0.035%,0.016%,case,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,0,789,1,1449,0,1602,NA,NA,NA,NA,0,0.0002491,0,0,0.000689655,0,NA,NA
'IGFL2',1,NA,Dom_LoF,0.035%,0.016%,case,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,0,789,1,1449,0,1602,NA,NA,NA,NA,0,0.0002491,0,0,0.000689655,0,NA,NA
'IGFL2',0.224096136,NA,Rec_not_benign,0.000%,0.141%,ctrl,0,NA,NA,NA,NA,NA,0,1173,8,4006,0,251,1,788,0,1450,0,1602,NA,NA,NA,NA,0,0.002,0,0.0013,0,0,NA,NA
'IGFL3',0.795991463,NA,Dom_coding,0.209%,0.187%,case,0,NA,NA,NA,NA,NA,4,1169,8,4006,0,251,0,789,2,1448,4,1598,NA,NA,NA,NA,0.0034,0.002,0,0,0.00137931,0.002496879,NA,NA
'IGFL3',0.714892457,NA,Dom_not_benign,0.104%,0.109%,ctrl,0,NA,NA,NA,NA,NA,3,1170,6,4008,0,251,0,789,0,1450,1,1601,NA,NA,NA,NA,0.0026,0.0015,0,0,0,0.00062422,NA,NA
'IGFL4',1,NA,Dom_coding,0.174%,0.125%,case,0,NA,NA,NA,NA,NA,2,1171,4,4010,0,251,0,789,3,1447,4,1598,NA,NA,NA,NA,0.0017,0.0009965,0,0,0.002068966,0.002496879,NA,NA
'IGFL4',1,NA,Dom_not_benign,0.139%,0.094%,case,1,NA,NA,NA,NA,NA,1,1172,3,4011,0,251,0,789,3,1447,3,1599,NA,NA,NA,NA,0.0008525,0.0007474,0,0,0.002068966,0.001872659,NA,NA
'IGFLR1',0.217424905,NA,Rec_coding,0.070%,0.016%,case,1,NA,NA,NA,NA,NA,1,1172,1,4013,0,251,0,789,1,1449,0,1602,NA,NA,NA,NA,0.0008525,0.0002491,0,0,0.000689655,0,NA,NA
'IGFLR1',0.217424905,NA,Rec_not_benign,0.070%,0.016%,case,1,NA,NA,NA,NA,NA,1,1172,1,4013,0,251,0,789,1,1449,0,1602,NA,NA,NA,NA,0.0008525,0.0002491,0,0,0.000689655,0,NA,NA
'IGFLR1',0.859486499,0.562791336,Dom_coding,0.418%,0.406%,case,0,NA,NA,NA,NA,NA,3,1170,17,3997,0,251,1,788,9,1441,8,1594,NA,NA,NA,NA,0.0026,0.0042,0,0.0013,0.006206897,0.004993758,NA,NA
'IGFLR1',1,0.812278159,Dom_not_benign,0.383%,0.328%,case,0,NA,NA,NA,NA,NA,3,1170,12,4002,0,251,1,788,8,1442,8,1594,NA,NA,NA,NA,0.0026,0.003,0,0.0013,0.005517241,0.004993758,NA,NA
'IGFLR1',1,NA,Dom_LoF,0.035%,0.031%,case,0,NA,NA,NA,NA,NA,0,1173,2,4012,0,251,0,789,1,1449,0,1602,NA,NA,NA,NA,0,0.0004983,0,0,0.000689655,0,NA,NA
'IGFN1',0.241587465,0.645642224,Dom_not_benign,2.575%,2.061%,case,1,NA,NA,NA,NA,NA,30,1143,90,3924,1,250,6,783,43,1407,36,1566,NA,NA,NA,NA,0.0256,0.0224,0.004,0.0076,0.02965517,0.02247191,NA,NA
'IGFN1',0.304667716,0.535589039,Dom_coding,3.827%,3.029%,case,1,NA,NA,NA,NA,NA,39,1134,125,3889,1,250,7,782,70,1380,62,1540,NA,NA,NA,NA,0.0332,0.0311,0.004,0.0089,0.04827586,0.03870162,NA,NA
'IGFN1',1,NA,Rec_LoF,0.035%,0.031%,case,0,NA,NA,NA,NA,NA,1,1172,1,4013,0,251,0,789,0,1450,1,1601,NA,NA,NA,NA,0.0008525,0.0002491,0,0,0,0.00062422,NA,NA
'IGFN1',0.014858193,0.687617726,Rec_coding,1.879%,2.201%,ctrl,0,NA,NA,NA,NA,NA,17,1156,74,3940,0,251,1,788,37,1413,66,1536,NA,NA,NA,NA,0.0145,0.0184,0,0.0013,0.02551724,0.0411985,NA,NA
'IGFN1',0.021065049,0.711515027,Rec_not_benign,0.905%,1.343%,ctrl,0,NA,NA,NA,NA,NA,11,1162,53,3961,0,251,1,788,15,1435,32,1570,NA,NA,NA,NA,0.0094,0.0132,0,0.0013,0.01034483,0.01997503,NA,NA
'IGFN1',1,0.82091999,Dom_LoF,0.313%,0.343%,ctrl,0,NA,NA,NA,NA,NA,4,1169,16,3998,0,251,1,788,5,1445,5,1597,NA,NA,NA,NA,0.0034,0.004,0,0.0013,0.003448276,0.003121099,NA,NA
'IGHMBP2',0.012314926,NA,Rec_coding,0.139%,0.000%,case,1,NA,NA,NA,NA,NA,1,1172,0,4014,1,250,0,789,2,1448,0,1602,NA,NA,NA,NA,0.0008525,0,0.004,0,0.00137931,0,NA,NA
'IGHMBP2',0.319311143,0.460398203,Dom_LoF,0.104%,0.031%,case,1,NA,NA,NA,NA,NA,1,1172,1,4013,1,250,0,789,1,1449,1,1601,NA,NA,NA,NA,0.0008525,0.0002491,0.004,0,0.000689655,0.00062422,NA,NA
'IGHMBP2',0.637953564,0.431670659,Dom_not_benign,0.592%,0.546%,case,0,NA,NA,NA,NA,NA,6,1167,25,3989,3,248,4,785,8,1442,6,1596,NA,NA,NA,NA,0.0051,0.0062,0.012,0.0051,0.005517241,0.003745318,NA,NA
'IGHMBP2',0.731635419,0.945318778,Dom_coding,1.044%,1.062%,ctrl,1,NA,NA,NA,NA,NA,13,1160,44,3970,4,247,12,777,13,1437,12,1590,NA,NA,NA,NA,0.0111,0.011,0.0159,0.0152,0.008965517,0.007490637,NA,NA
'IGIP',0.13344482,NA,Dom_not_benign,0.104%,0.047%,case,0,NA,NA,NA,NA,NA,3,1170,3,4011,0,251,0,789,0,1450,0,1602,NA,NA,NA,NA,0.0026,0.0007474,0,0,0,0,NA,NA
'IGIP',0.687813628,NA,Dom_coding,0.104%,0.078%,case,0,NA,NA,NA,NA,NA,3,1170,3,4011,0,251,0,789,0,1450,2,1600,NA,NA,NA,NA,0.0026,0.0007474,0,0,0,0.001248439,NA,NA
'IGJ',0.025930185,NA,Dom_not_benign,0.104%,0.000%,case,1,NA,NA,NA,NA,NA,1,1172,0,4014,1,250,0,789,1,1449,0,1602,NA,NA,NA,NA,0.0008525,0,0.004,0,0.000689655,0,NA,NA
'IGJ',0.333274195,0.352858816,Dom_coding,0.174%,0.109%,case,1,NA,NA,NA,NA,NA,2,1171,6,4008,1,250,0,789,2,1448,1,1601,NA,NA,NA,NA,0.0017,0.0015,0.004,0,0.00137931,0.00062422,NA,NA
'IGLL1',0.602308131,NA,Rec_not_benign,0.244%,0.172%,case,0,NA,NA,NA,NA,NA,1,1172,10,4004,0,251,0,789,6,1444,1,1601,NA,NA,NA,NA,0.0008525,0.0025,0,0,0.004137931,0.00062422,NA,NA
'IGLL1',0.173112296,0.072725559,Dom_coding,0.070%,0.250%,ctrl,0,NA,NA,NA,NA,NA,0,1173,12,4002,0,251,3,786,2,1448,1,1601,NA,NA,NA,NA,0,0.003,0,0.0038,0.00137931,0.00062422,NA,NA
'IGLL1',1,0.093725208,Dom_not_benign,0.070%,0.109%,ctrl,0,NA,NA,NA,NA,NA,0,1173,5,4009,0,251,2,787,2,1448,0,1602,NA,NA,NA,NA,0,0.0012,0,0.0025,0.00137931,0,NA,NA
'IGLL5',0.107121926,NA,Dom_LoF,0.104%,0.000%,case,0,NA,NA,NA,NA,NA,0,1173,0,4014,0,251,0,789,3,1447,0,1602,NA,NA,NA,NA,0,0,0,0,0.002068966,0,NA,NA
'IGLL5',0.281157858,NA,Dom_coding,0.278%,0.109%,case,0,NA,NA,NA,NA,NA,1,1172,4,4010,0,251,0,789,7,1443,3,1599,NA,NA,NA,NA,0.0008525,0.0009965,0,0,0.004827586,0.001872659,NA,NA
'IGLL5',0.558952517,NA,Dom_not_benign,0.209%,0.094%,case,0,NA,NA,NA,NA,NA,0,1173,3,4011,0,251,0,789,6,1444,3,1599,NA,NA,NA,NA,0,0.0007474,0,0,0.004137931,0.001872659,NA,NA
'IGLL5',0.136041934,NA,Rec_not_benign,0.000%,0.062%,ctrl,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,0,789,0,1450,3,1599,NA,NA,NA,NA,0,0.0002491,0,0,0,0.001872659,NA,NA
'IGLL5',0.25417922,NA,Rec_coding,0.035%,0.094%,ctrl,0,NA,NA,NA,NA,NA,1,1172,2,4012,0,251,0,789,0,1450,4,1598,NA,NA,NA,NA,0.0008525,0.0004983,0,0,0,0.002496879,NA,NA
'IGLON5',0.130235547,NA,Dom_not_benign,0.070%,0.016%,case,0,NA,NA,NA,NA,NA,2,1171,1,4013,0,251,0,789,0,1450,0,1602,NA,NA,NA,NA,0.0017,0.0002491,0,0,0,0,NA,NA
'IGLON5',0.33970974,0.394140153,Dom_coding,0.174%,0.125%,case,1,NA,NA,NA,NA,NA,3,1170,7,4007,0,251,1,788,2,1448,0,1602,NA,NA,NA,NA,0.0026,0.0017,0,0.0013,0.00137931,0,NA,NA
'IGSF1',0.546516427,0.56802384,Rec_not_benign,0.626%,0.609%,case,0,NA,NA,NA,NA,NA,7,1166,27,3987,4,247,7,782,7,1443,5,1597,NA,NA,NA,NA,0.006,0.0067,0.0159,0.0089,0.004827586,0.003121099,NA,NA
'IGSF1',1,0.63346124,Dom_not_benign,0.383%,0.359%,case,0,NA,NA,NA,NA,NA,3,1170,15,3999,1,250,3,786,7,1443,5,1597,NA,NA,NA,NA,0.0026,0.0037,0.004,0.0038,0.004827586,0.003121099,NA,NA
'IGSF1',0.501076715,NA,Rec_LoF,0.000%,0.031%,ctrl,0,NA,NA,NA,NA,NA,0,1173,0,4014,0,251,0,789,0,1450,2,1600,NA,NA,NA,NA,0,0,0,0,0,0.001248439,NA,NA
'IGSF1',0.598105081,0.756442435,Dom_coding,0.696%,0.812%,ctrl,0,NA,NA,NA,NA,NA,7,1166,33,3981,1,250,6,783,12,1438,13,1589,NA,NA,NA,NA,0.006,0.0082,0.004,0.0076,0.008275862,0.008114856,NA,NA
'IGSF1',0.626614472,NA,Dom_LoF,0.035%,0.047%,ctrl,0,NA,NA,NA,NA,NA,0,1173,0,4014,0,251,0,789,1,1449,3,1599,NA,NA,NA,NA,0,0,0,0,0.000689655,0.001872659,NA,NA
'IGSF1',0.908457224,0.623102697,Rec_coding,0.939%,1.124%,ctrl,0,NA,NA,NA,NA,NA,11,1162,49,3965,5,246,13,776,11,1439,10,1592,NA,NA,NA,NA,0.0094,0.0122,0.0199,0.0165,0.007586207,0.006242197,NA,NA
'IGSF10',0.347014901,NA,Rec_LoF,0.000%,0.094%,ctrl,0,NA,NA,NA,NA,NA,0,1173,4,4010,0,251,2,787,0,1450,0,1602,NA,NA,NA,NA,0,0.0009965,0,0.0025,0,0,NA,NA
'IGSF10',0.439365522,0.94038136,Dom_not_benign,1.287%,1.561%,ctrl,0,NA,NA,NA,NA,NA,16,1157,69,3945,2,249,8,781,19,1431,23,1579,NA,NA,NA,NA,0.0136,0.0172,0.008,0.0101,0.01310345,0.01435705,NA,NA
'IGSF10',0.54650097,0.808290722,Rec_not_benign,0.244%,0.390%,ctrl,0,NA,NA,NA,NA,NA,3,1170,18,3996,1,250,4,785,3,1447,3,1599,NA,NA,NA,NA,0.0026,0.0045,0.004,0.0051,0.002068966,0.001872659,NA,NA
'IGSF10',0.656764234,0.76637968,Dom_LoF,0.209%,0.312%,ctrl,0,NA,NA,NA,NA,NA,3,1170,16,3998,0,251,1,788,3,1447,3,1599,NA,NA,NA,NA,0.0026,0.004,0,0.0013,0.002068966,0.001872659,NA,NA
'IGSF10',0.720719559,0.709861977,Dom_coding,2.575%,2.795%,ctrl,0,NA,NA,NA,NA,NA,33,1140,124,3890,3,248,15,774,38,1412,40,1562,NA,NA,NA,NA,0.0281,0.0309,0.012,0.019,0.0262069,0.02496879,NA,NA
'IGSF10',0.816573095,0.298918629,Rec_coding,0.870%,1.171%,ctrl,0,NA,NA,NA,NA,NA,15,1158,58,3956,5,246,8,781,5,1445,9,1593,NA,NA,NA,NA,0.0128,0.0144,0.0199,0.0101,0.003448276,0.005617978,NA,NA
'IGSF11',0.407246864,0.223328923,Dom_coding,0.418%,0.219%,case,0,NA,NA,NA,NA,NA,1,1172,7,4007,0,251,2,787,11,1439,5,1597,NA,NA,NA,NA,0.0008525,0.0017,0,0.0025,0.007586207,0.003121099,NA,NA
'IGSF11',0.568897946,0.529401523,Dom_LoF,0.070%,0.031%,case,1,NA,NA,NA,NA,NA,1,1172,1,4013,0,251,1,788,1,1449,0,1602,NA,NA,NA,NA,0.0008525,0.0002491,0,0.0013,0.000689655,0,NA,NA
'IGSF11',0.595367573,0.518320196,Dom_not_benign,0.244%,0.141%,case,0,NA,NA,NA,NA,NA,1,1172,5,4009,0,251,1,788,6,1444,3,1599,NA,NA,NA,NA,0.0008525,0.0012,0,0.0013,0.004137931,0.001872659,NA,NA
'IGSF21',0.005647684,0.916397767,Dom_not_benign,0.070%,0.437%,ctrl,0,NA,NA,NA,NA,NA,1,1172,19,3995,0,251,3,786,1,1449,6,1596,NA,NA,NA,NA,0.0008525,0.0047,0,0.0038,0.000689655,0.003745318,NA,NA
'IGSF21',0.030245493,NA,Rec_coding,0.000%,0.156%,ctrl,0,NA,NA,NA,NA,NA,0,1173,5,4009,0,251,1,788,0,1450,4,1598,NA,NA,NA,NA,0,0.0012,0,0.0013,0,0.002496879,NA,NA
'IGSF21',0.048332783,NA,Rec_not_benign,0.000%,0.125%,ctrl,0,NA,NA,NA,NA,NA,0,1173,3,4011,0,251,1,788,0,1450,4,1598,NA,NA,NA,NA,0,0.0007474,0,0.0013,0,0.002496879,NA,NA
'IGSF21',0.334431167,0.409483993,Dom_coding,0.383%,0.593%,ctrl,0,NA,NA,NA,NA,NA,5,1168,27,3987,2,249,3,786,4,1446,8,1594,NA,NA,NA,NA,0.0043,0.0067,0.008,0.0038,0.002758621,0.004993758,NA,NA
'IGSF21',1,NA,Dom_LoF,0.000%,0.031%,ctrl,0,NA,NA,NA,NA,NA,0,1173,2,4012,0,251,0,789,0,1450,0,1602,NA,NA,NA,NA,0,0.0004983,0,0,0,0,NA,NA
'IGSF22',0.614529641,0.732009933,Rec_not_benign,0.244%,0.172%,case,1,NA,NA,NA,NA,NA,3,1170,6,4008,0,251,1,788,4,1446,4,1598,NA,NA,NA,NA,0.0026,0.0015,0,0.0013,0.002758621,0.002496879,NA,NA
'IGSF22',0.841025445,0.760474064,Dom_coding,1.392%,1.233%,case,0,NA,NA,NA,NA,NA,12,1161,41,3973,1,250,7,782,27,1423,31,1571,NA,NA,NA,NA,0.0102,0.0102,0.004,0.0089,0.01862069,0.01935081,NA,NA
'IGSF22',0.280083286,0.843556105,Dom_LoF,0.104%,0.203%,ctrl,0,NA,NA,NA,NA,NA,1,1172,7,4007,0,251,2,787,2,1448,4,1598,NA,NA,NA,NA,0.0008525,0.0017,0,0.0025,0.00137931,0.002496879,NA,NA
'IGSF22',0.531896224,0.442589725,Dom_not_benign,0.800%,0.843%,ctrl,0,NA,NA,NA,NA,NA,9,1164,30,3984,0,251,5,784,14,1436,19,1583,NA,NA,NA,NA,0.0077,0.0075,0,0.0063,0.009655172,0.01186017,NA,NA
'IGSF22',1,0.706880474,Rec_coding,0.313%,0.328%,ctrl,0,NA,NA,NA,NA,NA,5,1168,14,4000,0,251,1,788,4,1446,6,1596,NA,NA,NA,NA,0.0043,0.0035,0,0.0013,0.002758621,0.003745318,NA,NA
'IGSF3',0.140963927,NA,Rec_LoF,0.070%,0.016%,case,0,NA,NA,NA,NA,NA,0,1173,1,4013,2,249,0,789,0,1450,0,1602,NA,NA,NA,NA,0,0.0002491,0.008,0,0,0,NA,NA
'IGSF3',0.683473145,0.922507829,Dom_not_benign,0.800%,0.703%,case,1,NA,NA,NA,NA,NA,11,1162,30,3984,1,250,3,786,11,1439,12,1590,NA,NA,NA,NA,0.0094,0.0075,0.004,0.0038,0.007586207,0.007490637,NA,NA
'IGSF3',0.698465026,0.102474356,Rec_not_benign,0.104%,0.094%,case,0,NA,NA,NA,NA,NA,0,1173,5,4009,2,249,1,788,1,1449,0,1602,NA,NA,NA,NA,0,0.0012,0.008,0.0013,0.000689655,0,NA,NA
'IGSF3',0.828043824,0.054232536,Dom_coding,1.218%,1.093%,case,0,NA,NA,NA,NA,NA,19,1154,38,3976,1,250,7,782,15,1435,25,1577,NA,NA,NA,NA,0.0162,0.0095,0.004,0.0089,0.01034483,0.01560549,NA,NA
'IGSF3',0.313840423,NA,Dom_LoF,0.000%,0.078%,ctrl,0,NA,NA,NA,NA,NA,0,1173,4,4010,0,251,0,789,0,1450,1,1601,NA,NA,NA,NA,0,0.0009965,0,0,0,0.00062422,NA,NA
'IGSF3',1,0.092071094,Rec_coding,0.104%,0.125%,ctrl,0,NA,NA,NA,NA,NA,0,1173,6,4008,2,249,1,788,1,1449,1,1601,NA,NA,NA,NA,0,0.0015,0.008,0.0013,0.000689655,0.00062422,NA,NA
