gene_left	gene_right	source
MACROD2	TERF2	experimental interaction detection
ZC3H12D	ZC3H12A	experimental interaction detection
ZC3H12D	RPGRIP1L	inference
SERTM1	APP	experimental interaction detection
FRMD3	ATP5D	experimental interaction detection
FRMD3	ATP5O	experimental interaction detection
FRMD3	OXA1L	experimental interaction detection
MAGEB16	MAGEA4	experimental interaction detection
PTPDC1	XPO1	experimental interaction detection
PTPDC1	DCAF7	experimental interaction detection
PTPDC1	BBS12	experimental interaction detection
PIPSL	SOGA1	inference
PIPSL	RRBP1	inference
CXorf23	MATR3	experimental interaction detection
CXorf23	ERH	inference
HFM1	PLRG1	inference
HFM1	HSPA4L	inference
HFM1	ENO1	inference
HFM1	BPGM	inference
HFM1	HSP90AA1	inference
HFM1	HSP90AB1	inference
HFM1	ENO2	inference
HFM1	HSPA1A	inference
HFM1	HSPA1B	inference
HFM1	HSPA8	inference
HFM1	ENO3	inference
HFM1	PGAM2	inference
HFM1	HSPA6	inference
HFM1	PGAM1	inference
HFM1	HSPA1L	inference
HFM1	HSPA4	inference
HFM1	HSPA2	inference
HFM1	TPI1	inference
HFM1	PPP2CB	inference
HFM1	PPP2CA	inference
HFM1	PGAM4	inference
HFM1	HSPH1	inference
HFM1	UPF1	inference
ZNF320	UBC	experimental interaction detection
ZNF320	SUMO3	experimental interaction detection
ZNF320	KRTAP10-5	experimental interaction detection
ZNF320	KRTAP10-7	experimental interaction detection
WDR27	ASNS	experimental interaction detection
WDR27	SHMT2	experimental interaction detection
WDR27	E2F4	experimental interaction detection
TMEM213	TCF4	experimental interaction detection
TMEM213	MAT2A	experimental interaction detection
NBAS	KIF2A	inference
NBAS	COPE	inference
NBAS	DVL2	experimental interaction detection
NBAS	KIF3C	inference
NBAS	KIF3B	inference
NBAS	SURF4	inference
NBAS	ZW10	experimental interaction detection
NBAS	KDELR3	inference
NBAS	STX6	experimental interaction detection
NBAS	SEC22B	inference
NBAS	KIF4A	inference
NBAS	OLFM2	experimental interaction detection
NBAS	AK1	experimental interaction detection
NBAS	NTRK1	experimental interaction detection
NBAS	HSPB1	experimental interaction detection
NBAS	UBC	experimental interaction detection
NBAS	TAF1	experimental interaction detection
NBAS	KDELR1	inference
NBAS	KDELR2	inference
NBAS	COPB2	experimental interaction detection
NBAS	HNF4A	experimental interaction detection
NBAS	ARCN1	inference
NBAS	TMED10	inference
NBAS	KNTC1	inference
NBAS	KIF11	inference
NBAS	COPB1	inference
NBAS	COPA	inference
NBAS	COPZ1	inference
NBAS	CENPE	inference
NBAS	KIF23	inference
NBAS	KLC1	inference
NBAS	KIF5A	inference
NBAS	BNIP1	inference
NBAS	BECN1	inference
NBAS	KIF22	inference
NBAS	TMED2	inference
NBAS	KIF19	inference
NBAS	KIF4B	inference
NBAS	RINT1	experimental interaction detection
NBAS	STX12	experimental interaction detection
NBAS	KIF2B	inference
NBAS	PIK3C3	inference
NBAS	KIF18A	inference
NBAS	KIFAP3	inference
NBAS	KIF2C	inference
NBAS	NAPG	experimental interaction detection
NBAS	TMED9	inference
NBAS	KLC2	inference
NBAS	RACGAP1	inference
NBAS	RAB1B	inference
NBAS	ZWILCH	inference
NBAS	KIF15	inference
NBAS	USE1	experimental interaction detection
NBAS	COPZ2	inference
NBAS	STX18	experimental interaction detection
NBAS	UVRAG	experimental interaction detection
NBAS	COPG2	inference
NBAS	VTI1B	experimental interaction detection
NBAS	KIF26A	inference
NBAS	STXBP5L	inference
NBAS	SH3GLB1	inference
NBAS	TMED7	inference
NBAS	TMED3	inference
NBAS	KIF3A	inference
NBAS	COPG1	inference
TARSL2	EIF4E1B	inference
TARSL2	PSMD14	inference
TARSL2	SDCBP	experimental interaction detection
TARSL2	NME4	inference
TARSL2	XPO1	inference
TARSL2	PMM2	inference
TARSL2	EIF4E2	inference
TARSL2	CLUH	inference
TARSL2	CS	inference
TARSL2	PRPF40A	inference
TARSL2	EED	inference
TARSL2	DNAJB5	inference
TARSL2	ALDH1A2	inference
TARSL2	NSA2	inference
TARSL2	HSPA4L	inference
TARSL2	ALDH1A1	inference
TARSL2	SOD1	inference
TARSL2	GOT2	inference
TARSL2	MYC	experimental interaction detection
TARSL2	OAT	inference
TARSL2	ALDH2	inference
TARSL2	SLC25A5	inference
TARSL2	ISG15	inference
TARSL2	JUN	experimental interaction detection
TARSL2	ATP5B	inference
TARSL2	EIF4E	inference
TARSL2	GPI	inference
TARSL2	P4HB	inference
TARSL2	BPGM	inference
TARSL2	HSP90AA1	inference
TARSL2	PFKM	inference
TARSL2	HSP90AB1	inference
TARSL2	ENO2	inference
TARSL2	DLD	inference
TARSL2	UBC	experimental interaction detection
TARSL2	HSPA1A	inference
TARSL2	HSPA1B	inference
TARSL2	DLAT	inference
TARSL2	HSPD1	inference
TARSL2	HSPA5	inference
TARSL2	HSPA8	inference
TARSL2	PC	inference
TARSL2	MTHFD1	inference
TARSL2	PRPS2	inference
TARSL2	SLC25A4	inference
TARSL2	SLC25A6	inference
TARSL2	TPR	inference
TARSL2	MYH7	experimental interaction detection
TARSL2	EEF2	inference
TARSL2	PDIA4	inference
TARSL2	TPT1	inference
TARSL2	LCP1	inference
TARSL2	PLS3	inference
TARSL2	ENO3	inference
TARSL2	CCNB1	experimental interaction detection
TARSL2	PGAM2	inference
TARSL2	ATP6V1B1	inference
TARSL2	NME1	inference
TARSL2	HSPA6	inference
TARSL2	GOT1	inference
TARSL2	PFKL	inference
TARSL2	PSMC3	inference
TARSL2	PGAM1	inference
TARSL2	HK1	inference
TARSL2	BTF3	inference
TARSL2	ATP6V1B2	inference
TARSL2	ATP6V1C1	inference
TARSL2	TAF1	experimental interaction detection
TARSL2	UBA1	inference
TARSL2	NME2	inference
TARSL2	ME2	inference
TARSL2	AHCY	inference
TARSL2	CFL1	inference
TARSL2	DNAJB1	inference
TARSL2	ATP5A1	inference
TARSL2	TARS	experimental interaction detection
TARSL2	VARS	inference
TARSL2	EEF1G	inference
TARSL2	TKT	inference
TARSL2	PRDX5	inference
TARSL2	PRDX3	inference
TARSL2	PDIA3	inference
TARSL2	PPIF	inference
TARSL2	ALDH1B1	inference
TARSL2	GDI1	inference
TARSL2	MAT2A	inference
TARSL2	RRM2	inference
TARSL2	PRDX2	inference
TARSL2	HSPA1L	inference
TARSL2	HSPA4	inference
TARSL2	CBS	inference
TARSL2	GCK	inference
TARSL2	GLRX	inference
TARSL2	ATP5C1	inference
TARSL2	ATP6V1E1	inference
TARSL2	HSPA9	inference
TARSL2	ABCG1	inference
TARSL2	ALDH1A3	inference
TARSL2	CSNK1D	inference
TARSL2	AARS	inference
TARSL2	SARS	inference
TARSL2	TMED10	inference
TARSL2	GDI2	inference
TARSL2	PGD	inference
TARSL2	NCBP2	experimental interaction detection
TARSL2	HSPA2	inference
TARSL2	HMGCS2	inference
TARSL2	PSMD4	inference
TARSL2	VCP	inference
TARSL2	SNU13	inference
TARSL2	NPEPPS	inference
TARSL2	SUMO3	inference
TARSL2	DNAJB13	inference
TARSL2	ACTB	inference
TARSL2	EIF4A1	inference
TARSL2	PRPS1	inference
TARSL2	DSTN	inference
TARSL2	SUMO2	inference
TARSL2	NUTF2	inference
TARSL2	YWHAE	inference
TARSL2	CNBP	inference
TARSL2	ACTA2	inference
TARSL2	HIST1H4A	inference
TARSL2	PPIA	inference
TARSL2	FKBP1A	inference
TARSL2	SUMO1	inference
TARSL2	ACTG1	inference
TARSL2	ACTG2	inference
TARSL2	UBE2I	inference
TARSL2	ACTC1	inference
TARSL2	EEF1A1	inference
TARSL2	FKBP1B	inference
TARSL2	ACTA1	inference
TARSL2	ARF1	inference
TARSL2	MAT1A	inference
TARSL2	GALK2	inference
TARSL2	HMGCS1	inference
TARSL2	EXOSC10	inference
TARSL2	PFKP	inference
TARSL2	RASSF7	experimental interaction detection
TARSL2	EEF1A2	inference
TARSL2	RPL18	inference
TARSL2	ACACA	inference
TARSL2	PRDX4	inference
TARSL2	PSMD2	inference
TARSL2	NME3	inference
TARSL2	NMI	experimental interaction detection
TARSL2	EIF4A2	inference
TARSL2	PLS1	inference
TARSL2	USP10	inference
TARSL2	SART3	inference
TARSL2	KARS	inference
TARSL2	PPA1	inference
TARSL2	SF3B4	inference
TARSL2	UGP2	inference
TARSL2	KIF19	inference
TARSL2	CLEC12A	experimental interaction detection
TARSL2	RARS2	inference
TARSL2	SUMO4	inference
TARSL2	PRPF40B	inference
TARSL2	RRM2B	inference
TARSL2	SPRED2	inference
TARSL2	PGAM4	inference
TARSL2	NUP93	inference
TARSL2	ATP6V1C2	inference
TARSL2	ZCCHC13	inference
TARSL2	LIPH	experimental interaction detection
TARSL2	HSPH1	inference
TARSL2	PMM1	inference
TARSL2	KAT5	inference
TARSL2	ATP6V1E2	inference
TARSL2	THOC1	experimental interaction detection
TARSL2	BTF3L4	inference
TARSL2	HIST1H4G	inference
TARSL2	ACO2	inference
TARSL2	SLC25A31	inference
TARSL2	TKTL2	inference
TARSL2	PPA2	inference
TARSL2	GLRX2	inference
TARSL2	OLA1	inference
TARSL2	ETAA1	experimental interaction detection
TARSL2	SLAIN2	experimental interaction detection
TARSL2	DNAJB4	inference
TARSL2	INO80	inference
TARSL2	PPIE	inference
TARSL2	CFL2	inference
TARSL2	FARSA	inference
TARSL2	EXOSC1	inference
TARSL2	PRKAB1	experimental interaction detection
TARSL2	TRAF6	experimental interaction detection
TMEM218	PCNA	experimental interaction detection
TMEM218	LDLRAD1	experimental interaction detection
TMEM218	CREB3L1	experimental interaction detection
TMEM218	B9D1	inference
TESPA1	UBC	experimental interaction detection
TESPA1	PLCG1	experimental interaction detection
TESPA1	SSFA2	experimental interaction detection
TESPA1	YWHAG	experimental interaction detection
TESPA1	GRB2	experimental interaction detection
TESPA1	YWHAZ	experimental interaction detection
TESPA1	ITPR2	experimental interaction detection
TESPA1	ITPR3	experimental interaction detection
TESPA1	ITPR1	experimental interaction detection
TESPA1	VSIG8	experimental interaction detection
TESPA1	KCMF1	experimental interaction detection
TESPA1	BOK	experimental interaction detection
SMCO3	MAPK9	experimental interaction detection
SMCO3	OBFC1	experimental interaction detection
SMCO3	TRIM39	experimental interaction detection
HYKK	UBC	experimental interaction detection
HYKK	TRIP6	experimental interaction detection
HYKK	GMCL1	experimental interaction detection
HYKK	OSGEP	experimental interaction detection
HMX2	USP38	experimental interaction detection
HMX2	STAMBPL1	experimental interaction detection
FAM234B	UBC	experimental interaction detection
FAM234B	ATP1B3	experimental interaction detection
FAM234B	DLK1	experimental interaction detection
FAM234B	NRG1	experimental interaction detection
FAM234B	ZACN	experimental interaction detection
FAM234B	SUSD4	experimental interaction detection
FAM234B	FRMD5	experimental interaction detection
FAM234B	STX12	experimental interaction detection
FAM234B	CSGALNACT1	experimental interaction detection
FAM234B	GINM1	experimental interaction detection
FAM234B	ITM2B	experimental interaction detection
CCDC66	CEP104	experimental interaction detection
CCDC66	UBC	experimental interaction detection
CCDC66	PCM1	experimental interaction detection
CCDC66	ODF2	experimental interaction detection
CCDC66	CEP162	experimental interaction detection
CCDC66	CEP135	experimental interaction detection
CCDC66	CEP128	experimental interaction detection
CCDC66	LCA5	experimental interaction detection
CCDC66	SPICE1	experimental interaction detection
CCDC66	CEP120	experimental interaction detection
CCDC66	POC1A	experimental interaction detection
CCDC66	CEP63	experimental interaction detection
CCDC66	CEP89	experimental interaction detection
CCDC66	MED4	experimental interaction detection
CCDC66	NINL	experimental interaction detection
TYW5	POTEF	experimental interaction detection
TYW5	STX7	experimental interaction detection
TYW5	SUN1	experimental interaction detection
TYW5	NSA2	experimental interaction detection
TYW5	HLA-DPA1	experimental interaction detection
TYW5	C1orf111	experimental interaction detection
TYW5	METTL6	experimental interaction detection
TYW5	C20orf96	experimental interaction detection
TYW5	USE1	experimental interaction detection
XKRY2	CSNK2A1	experimental interaction detection
MYBPHL	CASK	experimental interaction detection
MYBPHL	GFPT2	experimental interaction detection
MYBPHL	FHL3	experimental interaction detection
MYBPHL	TNS2	experimental interaction detection
MYBPHL	TTC19	experimental interaction detection
MYBPHL	ZDHHC17	experimental interaction detection
MYBPHL	PLEKHA6	experimental interaction detection
C17orf102	TXNDC9	experimental interaction detection
C17orf102	CCT3	experimental interaction detection
C17orf102	PMPCA	experimental interaction detection
C17orf102	FAT3	experimental interaction detection
CCDC144A	UBC	experimental interaction detection
CCDC144A	RAB28	experimental interaction detection
DENND3	MYC	experimental interaction detection
DENND3	UBC	experimental interaction detection
DENND3	CBR1	experimental interaction detection
DENND3	YAP1	experimental interaction detection
DENND3	MAP1LC3A	experimental interaction detection
TMEM89	C4A	experimental interaction detection
CLPSL1	HLA-DPB1	experimental interaction detection
CLPSL1	COL4A2	experimental interaction detection
CLPSL1	ADAM9	experimental interaction detection
CLPSL1	TNFAIP1	experimental interaction detection
CLPSL1	NHLRC3	experimental interaction detection
CLPSL1	ZER1	experimental interaction detection
CLPSL1	SLC30A7	experimental interaction detection
CLPSL1	SLC30A5	experimental interaction detection
CLPSL1	SEC62	experimental interaction detection
CLPSL1	ZYG11B	experimental interaction detection
CLPSL1	NUDT15	experimental interaction detection
DCDC2B	FHL3	experimental interaction detection
DCDC2B	MTUS2	experimental interaction detection
DCDC2B	KRT40	experimental interaction detection
DCDC2B	BANP	experimental interaction detection
DCDC2B	RBPMS	experimental interaction detection
FUOM	NUDCD1	experimental interaction detection
KIAA0922	WASH1	inference
KIAA0922	MYC	experimental interaction detection
KIAA0922	HLA-DRA	experimental interaction detection
KIAA0922	UBC	experimental interaction detection
KIAA0922	KIF11	experimental interaction detection
KIAA0922	ATP1B3	experimental interaction detection
KIAA0922	BTNL8	experimental interaction detection
KIAA0922	MCOLN3	experimental interaction detection
KIAA0922	CGRRF1	experimental interaction detection
KIAA0922	FBXO6	experimental interaction detection
KIAA0922	CHRNA9	experimental interaction detection
SSPO	TNF	inference
SSPO	ATN1	experimental interaction detection
SSPO	TTC28	experimental interaction detection
SSPO	ATXN7L1	experimental interaction detection
OR2M5	GNAL	inference
OR2M5	GNB1	inference
OR2M5	GNGT1	inference
VWA8	NTRK1	experimental interaction detection
VWA8	UBC	experimental interaction detection
VWA8	ZBTB48	inference
VWA8	BMP7	experimental interaction detection
VWA8	IDI1	experimental interaction detection
VWA8	KEAP1	experimental interaction detection
VWA8	FASTKD3	experimental interaction detection
VWA8	PDK1	experimental interaction detection
VWA8	LCA5	experimental interaction detection
VWA8	PARP16	experimental interaction detection
VWA8	ENDOV	experimental interaction detection
VWA8	SCLT1	experimental interaction detection
VWA8	NUDCD1	experimental interaction detection
VWA8	NUDT12	experimental interaction detection
VWA8	DCTN5	inference
VWA8	LGR4	experimental interaction detection
VWA8	CDC23	experimental interaction detection
VWA8	CLEC11A	experimental interaction detection
VWA8	SIRT4	experimental interaction detection
SBNO1	NTRK1	experimental interaction detection
SBNO1	UBC	experimental interaction detection
SBNO1	SUMO2	experimental interaction detection
LAMB4	KCTD13	experimental interaction detection
CPED1	APP	experimental interaction detection
CPED1	UBC	experimental interaction detection
CPED1	HNF4A	experimental interaction detection
FAM221A	SNX2	experimental interaction detection
FAM221A	SNX6	experimental interaction detection
FAM221A	SNX5	experimental interaction detection
GSAP	APP	experimental interaction detection
GSAP	RPL10	inference
GSAP	PSEN1	experimental interaction detection
GSAP	NCSTN	experimental interaction detection
GSAP	RPL10L	inference
GSAP	PSENEN	experimental interaction detection
ZNF804B	CEP76	experimental interaction detection
GTPBP10	SRP72	inference
GTPBP10	UBC	experimental interaction detection
GTPBP10	TAF1	experimental interaction detection
GTPBP10	POLR2A	experimental interaction detection
GTPBP10	RPL10	experimental interaction detection
