Gene_Name	interacting_genes
ABL1	['EGFR', 'FOS', 'SPTA1', 'MBP', 'AHSG', 'CAT', 'ERBB2', 'NTRK1', 'TP53', 'APP', 'ITGB2', 'RPLP1', 'JUN', 'FYN', 'RB1', 'CDK1', 'HEXA', 'GPX1', 'HSP90AA1', 'SP1', 'HSP90AB1', 'HCK', 'PARP1', 'UBC', 'AR', 'MAPT', 'KIT', 'HSPD1', 'HSPA8', 'BCR', 'TOP1', 'PCNA', 'VPREB1', 'SRC', 'XRCC6', 'C6', 'NCF1', 'PKM', 'VAV1', 'GNS', 'MUC1', 'CREB1', 'NCK1', 'DDX5', 'PTPN1', 'PLCG1', 'OGN', 'CAST', 'RASA1', 'FLNA', 'ERBB3', 'RFX1', 'CBL', 'JAK1', 'PAX3', 'PSMA4', 'NFKBIA', 'EEF1G', 'CNTFR', 'YWHAQ', 'PIK3R1', 'POLD1', 'PTPN4', 'EPHA3', 'EPHB2', 'PTPN6', 'SHC1', 'CDC27', 'CCND2', 'HOXC8', 'YWHAB', 'SFN', 'CCKBR', 'BMP8B', 'HSPA4', 'CTNNB1', 'GTF2F1', 'SPRR2A', 'FUS', 'SNCA', 'BRCA1', 'TMPO', 'MTOR', 'EPS15', 'ABL2', 'ZAP70', 'NKX2-1', 'MKI67', 'CRK', 'CRKL', 'CDKN1B', 'NEDD4', 'YAP1', 'CENPA', 'LIG3', 'DNM2', 'TUB', 'LRBA', 'BRCA2', 'HNRNPM', 'EFNA5', 'SUB1', 'TERF1', 'CASP9', 'BCAR1', 'HSPE1', 'RPL37', 'YWHAG', 'YWHAE', 'RAN', 'GRB2', 'AP2B1', 'YWHAZ', 'RPS21', 'ACTA1', 'CYP4F2', 'RPP38', 'CNTNAP1', 'SRPK2', 'ST5', 'PRKDC', 'PKD1', 'LRP2', 'MDM2', 'EWSR1', 'YWHAH', 'DNM1', 'PRKCZ', 'PRKCD', 'RAD51', 'PRDX1', 'CKAP4', 'BCL2L1', 'SOS1', 'SOS2', 'PPP3CA', 'PDE4D', 'ILF3', 'FOXF2', 'ABR', 'AKAP6', 'STK4', 'PDIA2', 'PAK2', 'CBLB', 'ATM', 'GRB10', 'ORC1', 'ADAM15', 'ATR', 'RIN1', 'SPTAN1', 'RAPGEF1', 'CKAP5', 'FLNC', 'NEDD9', 'LTBP2', 'CUL7', 'ACAP1', 'SNX17', 'PTGES3', 'ERBB4', 'SF3B4', 'SHB', 'SF1', 'DDB1', 'LRRK1', 'CDON', 'LRRK2', 'SHE', 'ARHGAP17', 'MED25', 'CSMD2', 'MAVS', 'HUWE1', 'NEK8', 'RIMS1', 'DOCK3', 'ABI1', 'RYBP', 'NBEA', 'UHMK1', 'RIN3', 'MICAL1', 'UBASH3B', 'GAB3', 'NELFB', 'STON2', 'TOPBP1', 'WASF1', 'GTF3A', 'DNASE1L2', 'MAP4K1', 'DLX4', 'USP7', 'ZDHHC16', 'KIFC2', 'LRRC59', 'SH3KBP1', 'AP2M1', 'REPS1', 'SCARF2', 'SHD', 'YTHDC1', 'ASB16', 'NEDD4L', 'VPS13A', 'WRNIP1', 'GAD1', 'PARK7', 'P2RX7', 'RAD9A', 'DOK1', 'BAG1', 'FAM110A', 'CABLES2', 'APOL5', 'SORBS1', 'PRX', 'EIF2A', 'SHANK3', 'GSX2', 'GRIP2', 'OSBPL5', 'DUSP15', 'CHRD', 'HIPK2', 'SUV39H2', 'TRIM39', 'NPVF', 'MEPE', 'RTN4', 'TULP4', 'LATS2', 'BMP2K', 'TMEM74B', 'PAG1', 'ABI2', 'CELSR3', 'NCKIPSD', 'SEPN1', 'DLGAP2', 'GABBR1', 'SLC9A2', 'GTF2IRD1', 'EVL', 'BAZ2A', 'TSKS', 'DDX41', 'DKKL1', 'HCN2', 'BRPF3', 'ASAP1', 'NOTCH3', 'KMT2B', 'SNX12', 'PCDHA7', 'G3BP2', 'STUB1', 'DNM3', 'DRG1', 'DLGAP4', 'EPB41L3', 'SH3BP1', 'HCN4', 'WNK2', 'TLN2', 'CD2AP', 'SNX8', 'GPR45', 'NFS1', 'ROBO1', 'NCOA3', 'F2RL2', 'PIK3R2', 'DLGAP1', 'NCKAP5', 'SOCS3', 'PSMA7', 'XPO1', 'SYNJ2', 'ARHGEF11', 'FYB', 'MDM4', 'FAM127A', 'CTAGE5', 'TP73', 'INPPL1', 'MSH4', 'SOCS1', 'MSH5', 'EFS', 'HNRNPR', 'TGOLN2', 'PSTPIP1', 'GSTZ1', 'PRICKLE3', 'AIRE', 'MED14', 'PARK2', 'SPAG9', 'SNX3', 'DOK2', 'SORBS3', 'SLC24A1', 'SEMA7A', 'SLC22A3', 'GRAP2', 'CDKL5', 'RGS20', 'NFASC', 'SORBS2', 'NXPH3', 'FGFR1OP', 'PTBP3', 'AP2A1', 'DLGAP3']
ABL2	['CRK', 'NEDD4', 'GRB2', 'MAP3K10', 'RIN1', 'CTTN', 'ERBB4', 'SF1', 'TRIP10', 'CDC37', 'TPD52L1', 'LRRK2', 'FBXO38', 'ABI1', 'PIK3R3', 'NEDD4L', 'PTPN18', 'NMES1', 'MED28', 'CASS4', 'ONECUT1', 'CD84', 'BAG5', 'PSMA7', 'OIP5', 'NCK2', 'SORBS2', 'G6B', 'ABL1', 'EGFR', 'HRAS', 'CAT', 'ERBB2', 'NTRK1', 'FYN', 'GPX1', 'MET', 'HCK', 'UBC', 'AR', 'KIT', 'BCR', 'SRC', 'PKM', 'PECAM1', 'NCK1', 'PLCG1', 'ERBB3', 'JAK1', 'PIK3R1', 'EPHB2', 'STAT3']
ABLIM1	['CASK', 'XPO1', 'LDOC1', 'APP', 'VIM', 'UBC', 'KRT15', 'FLNA', 'CDK2', 'NMT1', 'YWHAB', 'SFN', 'MYH9', 'HNF4A', 'IQGAP1', 'CAPZA2', 'ACTB', 'ABCE1', 'PPP1CB', 'YWHAE', 'GRB2', 'YWHAH', 'GOLGA2', 'SREBF2', 'TRAF2', 'CALCOCO2', 'KCNJ12', 'SUZ12', 'STIL', 'MAPRE1', 'DBN1', 'KIAA0753', 'ODF2', 'ZMYM1', 'CEP128', 'ASB18', 'ABRA', 'SYNPO', 'USHBP1', 'FBF1', 'TTN', 'MYO18A', 'HOOK2', 'MYO19', 'CEP19', 'SCLT1', 'CEP89', 'BEGAIN', 'CCDC8', 'CARD9', 'CENPJ', 'SEPSECS', 'ANLN', 'PDLIM7', 'LIN7C', 'LUZP4', 'LIMA1', 'SSX2IP', 'NINL', 'TSC22D4', 'MYO1C']
ABLIM2	['ABRA', 'TTN', 'LIN7C', 'ACTA1', 'SREBF2']
ABLIM3	['MCM7', 'BRCA1', 'GRB2', 'ACTC1', 'ACTA1', 'ABRA', 'CCDC33', 'IKZF3', 'SSX2IP']
ABO	['GRAMD3', 'TMEM79', 'HECW2']
ABR	['CEP57', 'CEP76', 'LNX1', 'AURKB', 'CEP250', 'ECT2', 'MOV10', 'NXF1', 'HERC2', 'ABL1', 'TP53', 'APP', 'UBC', 'ADRA1A', 'CDKN1A']
ABRA	['ABLIM1', 'ABLIM3', 'MYC', 'TRAPPC2', 'ACTA1', 'ABLIM2']
ABRACL	['UBC', 'DCTN1', 'RPGRIP1L', 'SASS6', 'CNTRL']
ABT1	['PRNP', 'PRPF4', 'MYC', 'PRNP', 'APP', 'UBC', 'TAF1', 'PPP1CC', 'HNF4A', 'EMD', 'RAB5C', 'MAX', 'CAND1', 'FAM9B', 'SYNE4', 'CEP70', 'CDCA7L', 'NAF1', 'CCDC136', 'NAP1L5', 'LZTS2', 'CA10', 'HDAC6']
ABTB1	['DNTTIP1', 'SMAD9', 'EEF1D', 'EEF1A2', 'CUL3', 'SMAD2']
ABTB2	['COPS5', 'XPO1', 'DNTT', 'UBC', 'TAF1', 'RBX1', 'EEF1A1', 'CUL3']
ACAA1	['UBC', 'MTHFD2', 'EIF1AX', 'PEX5', 'C6orf226', 'TXNDC11', 'TRAPPC9', 'PEX7', 'HAT1', 'COQ9']
ACAA2	['MTIF2', 'SUMO2', 'FASTKD3', 'HSPB2', 'PREPL', 'ARMC6', 'TRMT61B', 'TERT', 'LAMTOR5', 'NTRK1', 'APP', 'UBC', 'HNF4A']
ACACA	['PRKAA1', 'STK3', 'ILK', 'SUZ12', 'RPS6KA1', 'NEDD8', 'CA9', 'UBASH3B', 'LIPH', 'AP2M1', 'SIRT1', 'SGCZ', 'RNF2', 'RIOK2', 'C20orf195', 'NMES1', 'MOV10', 'SIRT7', 'FBXO6', 'NXF1', 'PRKAB1', 'EEF2K', 'PIK3R2', 'NDUFA4', 'STK25', 'SOCS6', 'INPPL1', 'AKR1B10', 'COQ9', 'CIAO1', 'IKBKAP', 'GABARAP', 'EGFR', 'MYC', 'FN1', 'NTRK1', 'CHGB', 'ENO1', 'NPM1', 'IFIT1', 'UBC', 'PSG1', 'PHKG2', 'NFKB1', 'CBL', 'MCC', 'ADRBK1', 'SHC1', 'BMI1', 'FUS', 'BRCA1', 'ARHGAP25', 'MLLT3', 'CSNK1A1', 'ARRB1', 'CSNK1E', 'ATXN1', 'PRKAG1', 'PRKAA2', 'VCP', 'PTEN', 'UBE2N', 'PPP2R2B', 'MDM2', 'MLLT1', 'STK4']
ACACB	['ANKRD28', 'MYC', 'UBC', 'CD247', 'HLCS', 'PTEN', 'PPP2R2B', 'POU5F1', 'ELAVL1', 'BCOR', 'DPPA4', 'HUWE1', 'PCGF1', 'NANOG']
ACAD10	['P2RY8', 'NDUFA10', 'APP', 'UBC', 'BSG', 'PTH1R']
ACAD11	['FAM9A', 'MIER2', 'KCTD17', 'DUSP19', 'ESR2', 'SDF4', 'FAM64A', 'GTSE1', 'ZMYM5', 'NSFL1C', 'PPP6R1', 'TBKBP1', 'STK25', 'TRAK2', 'UBXN7', 'TTC4', 'TCL1B', 'PDYN', 'APP', 'JUN', 'PEX5', 'AMOT', 'PPP6R3']
ACAD8	['IPO8', 'SRGAP3', 'TRUB2', 'MYC', 'ETS1', 'TAF1', 'CYP2C18', 'PPP1CC', 'HNF4A', 'MAX', 'CKAP5', 'RHOU', 'LDHD', 'ABHD11', 'VSTM2A', 'DLG3', 'TSG101']
ACAD9	['TIMMDC1', 'NDUFAF4', 'NDUFA13', 'ABCF2', 'RPL26L1', 'VDAC3', 'NDUFAF1', 'SIRT4', 'NDUFA4', 'NDUFS5', 'NDUFS7', 'NDUFS2', 'NDUFS3', 'ATP5H', 'ATP5L', 'MT-ATP6', 'MT-ND6', 'NTRK1', 'ATP5B', 'UBC', 'DBT', 'VDAC1', 'ATP5F1', 'FAS', 'ATP5A1', 'ATP5D', 'ATP5C1', 'VDAC2', 'ATP5O', 'NDUFA8', 'CDC42', 'ICT1', 'PDSS1', 'OTUD7B', 'TMEM126B', 'FAF2', 'FOXRED1', 'ECSIT', 'NDUFAF3', 'NMES1', 'P2RY12']
ACADL	['HNF4A', 'TMPRSS11A', 'SYT2', 'UBC']
ACADM	['TAF1', 'ETFB', 'SUMO3', 'SUMO2', 'CALM1', 'MDM2', 'HDAC1', 'CUL3', 'NEDD8', 'CLPP', 'SUMO4', 'USP50', 'FAF2', 'GABARAPL1', 'USP20', 'UBD', 'NTRK1', 'JUN', 'UBC']
ACADS	['IRF7', 'SEC22C', 'E2F3']
ACADSB	['SUMO2', 'NEDD8', 'CLPP', 'RPGRIP1L', 'TCTN3', 'THOC2', 'FBF1', 'FAF2', 'RPGRIP1', 'YTHDF1', 'UBD', 'USP19', 'EGFR', 'UBC', 'TAF1', 'HNF4A']
ACADVL	['METAP2', 'CKAP5', 'ICT1', 'FASTKD3', 'SURF1', 'IFI16', 'OXLD1', 'MRM1', 'HIBCH', 'ECSIT', 'DCUN1D5', 'CCDC8', 'PPA2', 'GPHN', 'PA2G4', 'SIRT4', 'C17orf105', 'KIF2A', 'EEF2K', 'NDUFA4', 'SOCS3', 'DENR', 'COQ9', 'ALB', 'NTRK1', 'CYP1A1', 'CDK1', 'RPSA', 'UBC', 'CDH1', 'ATF2', 'HMGCL', 'EIF4A3', 'HNF4A', 'MCM2']
ACAN	['PCOLCE', 'ADAMTS4', 'MMP3']
ACAP1	['VAMP3', 'RABGAP1L', 'IKBKG', 'RABGAP1L', 'RAB11FIP3', 'ABL1', 'TFRC', 'ITGB1', 'UBC', 'SRC', 'NCK1', 'AKT1', 'GRB2', 'IFFO1', 'BOP1']
ACAP2	['PDK3', 'SMURF1', 'MED4', 'IKBKG', 'RAB11FIP3', 'HSPB1', 'UBC']
ACAP3	['XPO1', 'EIF6', 'ITGB3BP', 'TAB1', 'SLC35G2']
ACAT1	['MPG', 'HLA-B', 'HLA-C', 'GABARAPL2', 'ABCE1', 'SUMO2', 'SUMO1', 'MDM2', 'CUL1', 'CUL3', 'CUL7', 'FASTKD3', 'NEDD8', 'COPS5', 'OTUB1', 'ACAT2', 'UNK', 'SIRT7', 'FBXO6', 'TNIK', 'HDAC5', 'SIRT4', 'PEX7', 'RAD21', 'EIF1B', 'GH1', 'NTRK1', 'UBC', 'ITGA4', 'VCAM1', 'AGXT', 'MCC']
ACAT2	['ATG5', 'MED20', 'MOV10', 'FTSJ1', 'TNIK', 'TRAPPC8', 'PRKAB1', 'TRAF6', 'EIF1B', 'BAG3', 'NTRK1', 'UBC', 'VDAC1', 'MCC', 'ACAT1', 'HLA-B', 'AKT1', 'TERF1', 'SUMO2', 'GNAS', 'CCNA1', 'LNX1', 'OTUB1', 'MLST8']
ACBD3	['SMURF2', 'TMEM216', 'PI4KB', 'PPIE', 'NTRK1', 'UBC', 'SUMO2', 'SLC35A1', 'GOLGA3', 'CUL3', 'GOLGB1', 'ELAVL1', 'EVC2', 'TMEM17', 'NUP35', 'TBC1D22A']
ACBD4	['VAPA', 'VAPB', 'APP']
ACBD5	['KLC3', 'MMGT1', 'MASTL', 'MOV10', 'MYO5C', 'VAPA', 'NXF1', 'FBXW11', 'BTRC', 'GOLT1B', 'PRPF4', 'VAPB', 'UBC', 'TAF1', 'RAB5C']
ACBD6	['IKBKG', 'HSPB1', 'APP', 'UBC', 'HNF4A', 'SUMO2']
ACCS	['UQCRB', 'HNF4A', 'FBF1']
ACD	['PGM2', 'PDLIM2', 'TINF2', 'TBCD', 'TBC1D10A', 'TRIM15', 'RBKS', 'OBFC1', 'POT1', 'TERF2IP', 'AIPL1', 'NCDN', 'DBNL', 'STUB1', 'NUDC', 'SBDS', 'SULT1C2', 'IPO5', 'XPO1', 'DCX', 'ENSA', 'FKBP6', 'EIF3G', 'RECQL4', 'TRIM16', 'BAG3', 'LDHA', 'GAPDH', 'IVL', 'HSP90AB1', 'RPSA', 'ENO2', 'UBC', 'CKB', 'XRCC6', 'ANXA8', 'ATF2', 'TAF1', 'EIF4B', 'STIP1', 'HNF4A', 'RGS3', 'PEX5', 'TERF1', 'ADPRH', 'ACTB', 'YWHAE', 'TUBB4B', 'PFKP', 'TAGLN', 'ZFP36L1', 'TUBB2A', 'DPYSL3', 'CTTN', 'LASP1', 'LLGL1', 'TERF2', 'TOMM34', 'DBN1', 'LGALSL', 'ANXA8L1', 'ZNF790', 'PAGE2', 'FAM131B', 'APOBEC3F', 'ANKMY2', 'LRRC25', 'AFAP1L2', 'NUDCD2', 'UPF1', 'USP7', 'CUL5']
ACE	['CD247', 'BDKRB2', 'MYH9', 'ACTB', 'CSNK2A1', 'EWSR1', 'AGT', 'LMNA', 'UBC']
ACE2	['AGT', 'CALM1', 'AAMP']
ACER3	['MLH1', 'ELAVL1']
ACHE	['RACK1', 'COLQ', 'COL1A1', 'COL4A1', 'APP', 'ENO1', 'ATF7']
ACIN1	['EPB41L3', 'LUC7L2', 'MED19', 'SAP18', 'OBSL1', 'PRPF40A', 'EED', 'BANF1', 'NTRK1', 'HNRNPA1', 'UBC', 'YWHAB', 'GRK5', 'BMI1', 'EIF4A3', 'HNF4A', 'AKR1C3', 'CASP3', 'CLK2', 'CASP7', 'CASP6', 'SUMO3', 'MAGOH', 'PCBD1', 'SUMO2', 'YWHAG', 'SUMO1', 'CSNK2A1', 'PAFAH1B2', 'HIST1H3A', 'SRPK2', 'SNW1', 'CUL3', 'RBM39', 'CASP8', 'CUL7', 'SUZ12', 'RNPS1', 'SF3A2', 'SF1', 'ELAVL1', 'IFI16', 'KLHL26', 'LRRK2', 'ALYREF', 'SRRM1', 'SNIP1', 'HDAC11', 'SGTB', 'SRPK1', 'RNF2', 'BTBD10', 'LGR4', 'API5', 'SENP3', 'LUC7L', 'SIRT7', 'ABCF3', 'WWOX', 'LUZP4', 'HDAC6', 'VTI1B', 'DDX41']
ACKR1	['CXCL1', 'CCL2']
ACKR2	['APP', 'CCL5', 'CCL8', 'CCL7', 'CCL14', 'CCL13']
ACKR3	['ATP5A1', 'GJB2', 'ATP5D', 'ATP5O', 'GRB2', 'CD164', 'ESPL1', 'HECTD2', 'UBR7', 'MRPL4', 'ATP13A2', 'ATP5H', 'ATP5B', 'UBC', 'PECAM1']
ACKR4	['CCL21', 'CCL25', 'CXCL13', 'CDK2', 'CCL19']
ACLY	['TERF1', 'SUMO3', 'NUP107', 'SUMO2', 'ARF6', 'SUMO1', 'CCNA1', 'MDM2', 'CUL2', 'CUL3', 'IKBKE', 'TRIM25', 'CUL7', 'TERF2', 'NEDD8', 'CRY1', 'CRY2', 'LRRK2', 'UBR4', 'HUWE1', 'CAND1', 'SIRT2', 'SIRT6', 'CDKN2A', 'ASB15', 'TFAP2C', 'KAT2B', 'FBXW7', 'OTUB1', 'CCDC8', 'SIRT7', 'WWOX', 'TNFRSF10D', 'HDAC5', 'PRKAB1', 'HGS', 'UBD', 'OBSL1', 'BCAR3', 'AHSA1', 'STAU1', 'FN1', 'NTRK1', 'APP', 'ISG15', 'JUN', 'UBC', 'ATF6', 'TFE3', 'TAF1', 'NME2', 'SHC1', 'VHL', 'HNF4A', 'CDKN2A', 'GSK3B']
ACMSD	['PLIN3', 'MAGEA11']
ACO1	['AKT1', 'SHMT2', 'PXN', 'YBX1', 'CLTC', 'MYBPC1', 'SGCG', 'MOV10', 'NXF1', 'FBXL5', 'CCDC69', 'NTRK1', 'APP', 'ENO1', 'UBC', 'NEB']
ACO2	['SRRM2', 'NTRK1', 'APP', 'ATXN1L', 'UBC', 'ITGA4', 'VCAM1', 'MLH1', 'HNF4A', 'PSMD4', 'SUMO2', 'SUMO1', 'MDM2', 'NEDD8', 'CLPP', 'SUMO4', 'ASB9']
ACOT1	['NTRK1', 'TFAP2A', 'UBC', 'PCNA', 'SUMO1', 'NEDD8']
ACOT11	['THUMPD3', 'TEKT2']
ACOT13	['PCTP', 'NDUFS3', 'FN1', 'UBC', 'MCC', 'CDK2', 'HNF4A', 'IKBKE', 'RBBP6']
ACOT2	['HIST1H2BC', 'RBM23', 'WDR18', 'MRPL37', 'ZNF277', 'UBC']
ACOT7	['CRYAB', 'NTRK1', 'ATXN1L', 'UBC', 'CD247', 'CDK2', 'ATP5A1', 'MAGEA6', 'ATXN1', 'TERF1', 'SUMO3', 'SUMO2', 'SUMO1', 'CAMK2B', 'FOXI2', 'RELT', 'PHYHIPL', 'OTUB1', 'DLC1', 'TINF2', 'CAB39L', 'POT1', 'THAP1', 'UBQLN1']
ACOT8	['MYC', 'ISG15', 'UBC', 'TAF1', 'PML', 'PEX5', 'MAX', 'SUMO1', 'REL', 'NEDD8', 'KLHL23', 'RNF2']
ACOT9	['SIRT4', 'MYO16', 'ISLR', 'UBD', 'EGFR', 'UBC', 'UBE2A', 'RABGGTB', 'UBE2B', 'DAB2', 'POU5F1', 'GRSF1', 'ICT1', 'SETDB1', 'PCM1', 'OXLD1', 'MINOS1', 'RPGRIP1L', 'L3HYPDH', 'SCLT1', 'NANOG', 'FBXO6', 'KCMF1']
ACOX1	['TYSND1', 'MBNL2', 'PNMA1', 'GABARAPL1', 'DDX19B', 'FOXS1', 'RAF1', 'RPLP0', 'GSTA1', 'UBC', 'SLC2A4', 'TAF1', 'UBA1', 'HNF4A', 'MCM2', 'PEX5', 'UBE2N', 'UBE2D2', 'UBE2V1']
ACOX2	['CLK1']
ACOX3	['FKBP6', 'MYC', 'UBC', 'TAF1', 'HNF4A', 'MAX', 'TMEM150A', 'MICU2', 'SMURF2']
ACOXL	['CUL1']
ACP1	['CDK2', 'EPHA2', 'EPHB2', 'KDR', 'VHL', 'ZAP70', 'MCM2', 'EPHB1', 'EIF6', 'PAK2', 'IKBKE', 'FNBP1L', 'COPS5', 'BARD1', 'MRPL20', 'SFMBT1', 'TNIK', 'EIF1B', 'EGFR', 'FN1', 'NR3C1', 'UBC', 'EPB41', 'ITGA4', 'VCAM1', 'TAF1']
ACP2	['LGALS3', 'TAF1', 'TRHR', 'HNF4A', 'FAM189B', 'CBX1', 'SGCA', 'STX12', 'LPAR1', 'P2RY12', 'FBXO6', 'VTI1B', 'LGALS8', 'TNF', 'UBC']
ACP5	['RPA2', 'MAPK9', 'TNFSF10', 'HSD17B7', 'PPP2CB', 'ZBTB16', 'SLC35F6', 'SNRNP40', 'KLHL15', 'CIZ1', 'PDCD5', 'UBC', 'HSPA5', 'EGR2']
ACP6	['SDHAF3', 'DHCR7', 'STOML2', 'NME4', 'RGS10', 'NRDC', 'GNG7', 'PMPCB', 'HNF4A', 'LIMS1', 'ERH', 'CYCS', 'C1QBP', 'PMPCA', 'ECH1', 'ILK', 'RSU1', 'BOLA3', 'FAM9B', 'SLC35F6', 'DHX36']
ACPP	['MMRN1', 'ONECUT1', 'RPS6KB2', 'DDX19B', 'SIAH2', 'NCOR1', 'IGHM', 'SHBG', 'ERBB2', 'UBC', 'AR']
ACR	['TP53BP1', 'E2F4', 'SERPINA5']
ACRBP	['ATL2', 'SUMO2']
ACSBG1	['APP', 'GSK3B']
ACSBG2	['COPS5']
ACSF2	['CMTM5', 'PPA2', 'SIRT4', 'CREB3', 'UBC', 'ARL6IP1', 'AGTRAP', 'C2orf47']
ACSF3	['OXLD1', 'FBXL18', 'KCTD14', 'MOV10', 'HAUS2', 'AUP1', 'SIRT4', 'UBC', 'GLP1R', 'SUMO1', 'NEDD8']
ACSL1	['SUMO2', 'NMES1', 'ECT2', 'NDUFA4', 'UBD', 'PARK2', 'COQ9', 'NTRK1', 'NR3C2', 'UBC', 'ATP4A']
ACSL3	['ESRRB', 'STAU1', 'EGFR', 'ERBB2', 'NTRK1', 'APP', 'JUN', 'YES1', 'LYN', 'UBC', 'GTF2F2', 'GNAT2', 'MAPK4', 'MCM2', 'KIF11', 'SUMO2', 'REEP5', 'CUL7', 'TIGD6', 'TCTN3', 'EVC2', 'TMEM173', 'TMEM17', 'SPG20', 'HIPK4', 'WDR19', 'NDRG1', 'SKA1', 'TCTN2', 'KIF20B', 'IFT140', 'CCDC8', 'SIRT7', 'TMEM216', 'PPP6R1', 'UBD', 'ACSL4', 'OBSL1', 'PPP6R2']
ACSL4	['COQ9', 'ACSL3', 'TP53', 'APP', 'UBC', 'GNAT2', 'YWHAQ', 'ABCG1', 'FOXA3', 'FOXL2', 'SUMO2', 'YWHAZ', 'MRPS15', 'HNRNPD', 'ELAVL1', 'SLC1A5', 'TJAP1', 'MINOS1', 'FOXI2', 'SPG20', 'EID3', 'TBC1D22A', 'PTPMT1', 'EDEM1', 'FOXJ1', 'BRF1', 'TUBGCP3', 'NMES1', 'FOXQ1', 'HECW2', 'UVRAG', 'DSE', 'NDUFA4', 'UBD', 'PARK2']
ACSL5	['CREB3', 'COQ9', 'UBC', 'TAF1', 'KIF11', 'LRRK2', 'FAM136A']
ACSL6	['ZNF16']
ACSM2B	['ESR2']
ACSM3	['EHMT2', 'VCAM1']
ACSM5	['EP300']
ACSS1	['ECI2', 'VAC14', 'CLPP', 'PPA2']
ACSS2	['MYC', 'UBC', 'MAX', 'CTR9', 'UPF1']
ACSS3	['ONECUT1', 'LEFTY2', 'HNF4A']
ACTA1	['CCT2', 'POU5F1', 'PRKCE', 'RELA', 'UBE3A', 'BTK', 'DHX9', 'EP300', 'SMARCB1', 'NMI', 'PPP1R1A', 'HDAC1', 'CUL1', 'SPTAN1', 'COTL1', 'DMC1', 'CUL7', 'MORF4L2', 'HSPB2', 'MAPK14', 'FSCN1', 'AMOT', 'TNNI3K', 'LRRK2', 'ABLIM2', 'DUX4L9', 'DNMBP', 'NRAP', 'CEP57', 'FOXRED2', 'ABRA', 'UBAC2', 'TRAF3IP1', 'SSH3', 'CTNNBL1', 'SSH1', 'MYO18A', 'KAT5', 'TRIM63', 'MIB2', 'SMARCD1', 'LRCH3', 'MARK4', 'XPO6', 'PPP1R9B', 'MLPH', 'HDAC8', 'TRIM55', 'PHACTR1', 'RNF167', 'POLR1B', 'SMURF2', 'DMAP1', 'MRGBP', 'RRN3', 'RPS6KB2', 'MORF4L1', 'TES', 'LIMA1', 'USP25', 'ERRFI1', 'KLHL20', 'PTPN22', 'PCYT1B', 'NCOA3', 'SCIN', 'MYO1C', 'BIN1', 'TMSB4Y', 'HTRA2', 'PARK2', 'PFDN1', 'OBSL1', 'ABLIM3', 'ABL1', 'GC', 'NTRK1', 'ISG15', 'GSN', 'TPM2', 'VIM', 'UBC', 'UBL4A', 'DMD', 'ANXA8', 'ZNF16', 'LGALS3', 'TCP1', 'CDH2', 'CD247', 'ERBB3', 'CBL', 'RPS6KB1', 'CFL1', 'DNASE1', 'CDK2', 'SHC1', 'AKT1', 'SFN', 'MYH9', 'SNCA', 'CAPZA2', 'CCT5', 'CSNK1A1', 'ARRB1', 'MCM2', 'CCT4', 'CNN1', 'SUMO3', 'HDAC4', 'PPP1CA', 'PPP1CB', 'TMSB4X', 'YWHAZ']
ACTA2	['YWHAZ', 'UBE3A', 'RBL2', 'EP300', 'KCNMA1', 'PPP1R1A', 'CUL1', 'CUL2', 'CUL3', 'CUL4B', 'DHCR24', 'NEDD8', 'E2F4', 'TFDP3', 'LRRK2', 'ICE2', 'CAND1', 'PNMA1', 'DUSP19', 'TTN', 'TSC1', 'UBXN4', 'CREBBP', 'COPS5', 'THAP11', 'RBM18', 'CAPNS2', 'MYOC', 'YIPF2', 'MAP1LC3C', 'PECR', 'TRIM9', 'MAP1LC3B', 'GABARAPL1', 'MAP1LC3A', 'ZMAT3', 'SMURF2', 'USE1', 'ERRFI1', 'PCYT1B', 'NOP56', 'MYL12B', 'CASQ2', 'LRRTM2', 'PARK2', 'URI1', 'EGFR', 'SHBG', 'TP53', 'JUN', 'TFAP2A', 'UBC', 'ARAF', 'UBL4A', 'PRG2', 'NCF1', 'RPA2', 'SELE', 'LGALS3', 'ALOX12', 'NFKB1', 'ERBB3', 'ADRA1D', 'YWHAQ', 'RPA1', 'RPA3', 'ACTN2', 'HNF4A', 'CCT5', 'MCM2', 'CCT4', 'SUMO3', 'GABARAPL2', 'SUMO2']
